OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Strong Wind - Number of Events,Strong Wind - Annualized Frequency,Strong Wind - Exposure - Impacted Area (sq mi),Strong Wind - Exposure - Building Value,Strong Wind - Exposure - Population,Strong Wind - Exposure - Population Equivalence,Strong Wind - Exposure - Agriculture Value,Strong Wind - Exposure - Total,Strong Wind - Historic Loss Ratio - Buildings,Strong Wind - Historic Loss Ratio - Population,Strong Wind - Historic Loss Ratio - Agriculture,Strong Wind - Historic Loss Ratio - Total Rating,Strong Wind - Expected Annual Loss - Building Value,Strong Wind - Expected Annual Loss - Population,Strong Wind - Expected Annual Loss - Population Equivalence,Strong Wind - Expected Annual Loss - Agriculture Value,Strong Wind - Expected Annual Loss - Total,Strong Wind - Expected Annual Loss Score,Strong Wind - Expected Annual Loss Rating,Strong Wind - Expected Annual Loss Rate - Building,Strong Wind - Expected Annual Loss Rate - Population,Strong Wind - Expected Annual Loss Rate - Agriculture,Strong Wind - Expected Annual Loss Rate - National Percentile,Strong Wind - Hazard Type Risk Index Value,Strong Wind - Hazard Type Risk Index Score,Strong Wind - Hazard Type Risk Index Rating,National Risk Index Version
24199,T15003007808,Hawaii,HI,15,Honolulu,County,003,15003,007808,15003007808,3459,"1,314,358,636.00","83,770.00",0.75,1.00,0.01,0.75,"1,314,358,636.00","3,459.00","47,388,300,000.00","83,770.00","48,702,742,406.00",0.00,0.00,0.00,Very Low,163.42,0.00,146.90,0.13,310.45,5.49,Very Low,0.00,0.00,0.00,19.58,244.11,3.07,Very Low,December 2025
24200,T15003007809,Hawaii,HI,15,Honolulu,County,003,15003,007809,15003007809,3363,"677,696,119.00",0.00,0.96,1.00,0.01,0.96,"677,696,119.00","3,363.00","46,073,100,000.00",0.00,"46,750,796,119.00",0.00,0.00,0.00,Very Low,84.26,0.00,142.82,0.00,227.08,4.20,Very Low,0.00,0.00,0.00,15.25,255.02,3.19,Very Low,December 2025
24201,T15003007812,Hawaii,HI,15,Honolulu,County,003,15003,007812,15003007812,2164,"302,896,418.00",0.00,0.29,1.00,0.01,0.29,"302,896,418.00","2,164.00","29,646,800,000.00",0.00,"29,949,696,418.00",0.00,0.00,0.00,Very Low,37.66,0.00,91.90,0.00,129.56,2.68,Very Low,0.00,0.00,0.00,13.06,154.29,1.97,Very Low,December 2025
24202,T15003007813,Hawaii,HI,15,Honolulu,County,003,15003,007813,15003007813,2880,"359,569,228.00",0.00,0.21,1.00,0.01,0.21,"359,569,228.00","2,880.00","39,456,000,000.00",0.00,"39,815,569,228.00",0.00,0.00,0.00,Very Low,44.71,0.00,122.31,0.00,167.02,3.25,Very Low,0.00,0.00,0.00,12.65,164.73,2.09,Very Low,December 2025
24203,T15003007814,Hawaii,HI,15,Honolulu,County,003,15003,007814,15003007814,3416,"614,023,274.00",0.00,0.59,1.00,0.01,0.59,"614,023,274.00","3,416.00","46,799,200,000.00",0.00,"47,413,223,274.00",0.00,0.00,0.00,Very Low,76.34,0.00,145.07,0.00,221.42,4.10,Very Low,0.00,0.00,0.00,15.31,256.08,3.21,Very Low,December 2025
24204,T15003007815,Hawaii,HI,15,Honolulu,County,003,15003,007815,15003007815,2034,"392,270,154.00",0.00,7.77,1.00,0.01,7.77,"392,270,154.00","2,034.00","27,865,800,000.00",0.00,"28,258,070,154.00",0.00,0.00,0.00,Very Low,48.77,0.00,86.38,0.00,135.15,2.78,Very Low,0.00,0.00,0.00,15.81,106.27,1.32,Very Low,December 2025
24205,T15003007816,Hawaii,HI,15,Honolulu,County,003,15003,007816,15003007816,3443,"478,000,276.00",0.00,4.36,1.00,0.01,4.36,"478,000,276.00","3,443.00","47,169,100,000.00",0.00,"47,647,100,276.00",0.00,0.00,0.00,Very Low,59.43,0.00,146.22,0.00,205.65,3.87,Very Low,0.00,0.00,0.00,13.56,218.51,2.77,Very Low,December 2025
24206,T15003007817,Hawaii,HI,15,Honolulu,County,003,15003,007817,15003007817,1631,"239,162,169.00",0.00,0.30,1.00,0.01,0.30,"239,162,169.00","1,631.00","22,344,700,000.00",0.00,"22,583,862,169.00",0.00,0.00,0.00,Very Low,29.74,0.00,69.27,0.00,99.00,2.16,Very Low,0.00,0.00,0.00,13.90,96.53,1.21,Very Low,December 2025
24207,T15003008001,Hawaii,HI,15,Honolulu,County,003,15003,008001,15003008001,2664,"393,391,118.00","91,077.00",0.75,1.00,0.01,0.75,"393,391,118.00","2,664.00","36,496,800,000.00","91,077.00","36,890,282,195.00",0.00,0.00,0.00,Very Low,48.91,0.00,113.14,0.14,162.19,3.18,Very Low,0.00,0.00,0.00,13.76,271.80,3.40,Very Low,December 2025
24208,T15003008002,Hawaii,HI,15,Honolulu,County,003,15003,008002,15003008002,2897,"792,473,061.00",0.00,0.49,1.00,0.01,0.49,"792,473,061.00","2,897.00","39,688,900,000.00",0.00,"40,481,373,061.00",0.00,0.00,0.00,Very Low,98.53,0.00,123.03,0.00,221.56,4.11,Very Low,0.00,0.00,0.00,17.83,257.28,3.23,Very Low,December 2025
24209,T15003008005,Hawaii,HI,15,Honolulu,County,003,15003,008005,15003008005,6997,"807,797,201.00",0.00,5.16,1.00,0.01,5.16,"807,797,201.00","6,997.00","95,858,900,000.00",0.00,"96,666,697,201.00",0.00,0.00,0.00,Very Low,100.44,0.00,297.16,0.00,397.59,6.78,Very Low,0.00,0.00,0.00,12.48,508.10,6.17,Very Low,December 2025
24210,T15003008008,Hawaii,HI,15,Honolulu,County,003,15003,008008,15003008008,1655,"184,577,491.00",0.00,0.19,1.00,0.01,0.19,"184,577,491.00","1,655.00","22,673,500,000.00",0.00,"22,858,077,491.00",0.00,0.00,0.00,Very Low,22.95,0.00,70.29,0.00,93.24,2.06,Very Low,0.00,0.00,0.00,12.32,81.38,0.98,Very Low,December 2025
24211,T15003008009,Hawaii,HI,15,Honolulu,County,003,15003,008009,15003008009,2760,"535,107,553.00",0.00,0.39,1.00,0.01,0.39,"535,107,553.00","2,760.00","37,812,000,000.00",0.00,"38,347,107,553.00",0.00,0.00,0.00,Very Low,66.53,0.00,117.21,0.00,183.75,3.52,Very Low,0.00,0.00,0.00,15.12,241.59,3.04,Very Low,December 2025
24212,T15003008010,Hawaii,HI,15,Honolulu,County,003,15003,008010,15003008010,2439,"272,320,898.00",0.00,0.20,1.00,0.01,0.20,"272,320,898.00","2,439.00","33,414,300,000.00",0.00,"33,686,620,898.00",0.00,0.00,0.00,Very Low,33.86,0.00,103.58,0.00,137.44,2.81,Very Low,0.00,0.00,0.00,12.21,121.82,1.50,Very Low,December 2025
24213,T15003008011,Hawaii,HI,15,Honolulu,County,003,15003,008011,15003008011,2697,"592,100,463.00",0.00,0.60,1.00,0.01,0.60,"592,100,463.00","2,697.00","36,948,900,000.00",0.00,"37,541,000,463.00",0.00,0.00,0.00,Very Low,73.62,0.00,114.54,0.00,188.16,3.60,Very Low,0.00,0.00,0.00,16.24,197.53,2.50,Very Low,December 2025
24214,T15003008012,Hawaii,HI,15,Honolulu,County,003,15003,008012,15003008012,2933,"423,544,032.00",0.00,0.31,1.00,0.01,0.31,"423,544,032.00","2,933.00","40,182,100,000.00",0.00,"40,605,644,032.00",0.00,0.00,0.00,Very Low,52.66,0.00,124.56,0.00,177.22,3.41,Very Low,0.00,0.00,0.00,13.63,262.02,3.28,Very Low,December 2025
24215,T15003008013,Hawaii,HI,15,Honolulu,County,003,15003,008013,15003008013,2634,"361,596,402.00",0.00,0.27,1.00,0.01,0.27,"361,596,402.00","2,634.00","36,085,800,000.00",0.00,"36,447,396,402.00",0.00,0.00,0.00,Very Low,44.96,0.00,111.86,0.00,156.82,3.11,Very Low,0.00,0.00,0.00,13.27,155.13,1.98,Very Low,December 2025
24216,T15003008301,Hawaii,HI,15,Honolulu,County,003,15003,008301,15003008301,4550,"522,338,942.00","2,967,460.00",6.74,1.00,0.01,5.85,"522,338,942.00","4,550.00","62,335,000,000.00","2,967,460.00","62,860,306,402.00",0.00,0.00,0.00,Very Low,64.94,0.00,193.23,4.52,262.70,4.75,Very Low,0.00,0.00,0.00,15.31,206.56,2.61,Very Low,December 2025
24217,T15003008302,Hawaii,HI,15,Honolulu,County,003,15003,008302,15003008302,7253,"752,770,119.00","18,067.00",0.60,1.00,0.01,0.60,"752,770,119.00","7,253.00","99,366,100,000.00","18,067.00","100,118,888,186.00",0.00,0.00,0.00,Very Low,93.59,0.00,308.03,0.03,401.65,6.83,Very Low,0.00,0.00,0.00,11.70,371.44,4.69,Very Low,December 2025
24218,T15003008405,Hawaii,HI,15,Honolulu,County,003,15003,008405,15003008405,4988,"529,392,716.00","50,675.00",0.42,1.00,0.01,0.42,"529,392,716.00","4,988.00","68,335,600,000.00","50,675.00","68,865,043,391.00",0.00,0.00,0.00,Very Low,65.82,0.00,211.84,0.08,277.73,4.98,Very Low,0.00,0.00,0.00,11.77,310.91,3.91,Very Low,December 2025
24219,T15003008407,Hawaii,HI,15,Honolulu,County,003,15003,008407,15003008407,3778,"495,721,098.00",0.00,0.29,1.00,0.01,0.29,"495,721,098.00","3,778.00","51,758,600,000.00",0.00,"52,254,321,098.00",0.00,0.00,0.00,Very Low,61.63,0.00,160.45,0.00,222.08,4.12,Very Low,0.00,0.00,0.00,13.08,311.64,3.93,Very Low,December 2025
24220,T15003008408,Hawaii,HI,15,Honolulu,County,003,15003,008408,15003008408,9057,"1,275,953,976.00","5,718.00",1.73,1.00,0.01,1.58,"1,275,953,976.00","9,057.00","124,080,900,000.00","5,718.00","125,356,859,694.00",0.00,0.00,0.00,Very Low,158.64,0.00,384.64,0.01,543.29,8.19,Very Low,0.00,0.00,0.00,13.39,427.19,5.32,Very Low,December 2025
24221,T15003008410,Hawaii,HI,15,Honolulu,County,003,15003,008410,15003008410,6931,"638,435,481.00",0.00,0.72,1.00,0.01,0.72,"638,435,481.00","6,931.00","94,954,700,000.00",0.00,"95,593,135,481.00",0.00,0.00,0.00,Very Low,79.38,0.00,294.35,0.00,373.73,6.46,Very Low,0.00,0.00,0.00,11.25,293.87,3.70,Very Low,December 2025
24222,T15003008411,Hawaii,HI,15,Honolulu,County,003,15003,008411,15003008411,3609,"381,888,273.00",0.00,0.50,1.00,0.01,0.50,"381,888,273.00","3,609.00","49,443,300,000.00",0.00,"49,825,188,273.00",0.00,0.00,0.00,Very Low,47.48,0.00,153.27,0.00,200.75,3.79,Very Low,0.00,0.00,0.00,11.69,176.28,2.24,Very Low,December 2025
24223,T15003008413,Hawaii,HI,15,Honolulu,County,003,15003,008413,15003008413,3400,"237,916,277.00",0.00,0.19,1.00,0.01,0.19,"237,916,277.00","3,400.00","46,580,000,000.00",0.00,"46,817,916,277.00",0.00,0.00,0.00,Very Low,29.58,0.00,144.39,0.00,173.98,3.36,Very Low,0.00,0.00,0.00,10.11,136.80,1.71,Very Low,December 2025
24224,T15003008414,Hawaii,HI,15,Honolulu,County,003,15003,008414,15003008414,2168,"291,005,740.00","35,205.00",0.67,1.00,0.01,0.67,"291,005,740.00","2,168.00","29,701,600,000.00","35,205.00","29,992,640,945.00",0.00,0.00,0.00,Very Low,36.18,0.00,92.07,0.05,128.31,2.67,Very Low,0.00,0.00,0.00,13.24,100.89,1.25,Very Low,December 2025
24225,T15003008415,Hawaii,HI,15,Honolulu,County,003,15003,008415,15003008415,4275,"398,034,765.00",0.00,0.23,1.00,0.01,0.23,"398,034,765.00","4,275.00","58,567,500,000.00",0.00,"58,965,534,765.00",0.00,0.00,0.00,Very Low,49.49,0.00,181.56,0.00,231.04,4.26,Very Low,0.00,0.00,0.00,11.31,181.67,2.30,Very Low,December 2025
24226,T15003008416,Hawaii,HI,15,Honolulu,County,003,15003,008416,15003008416,2217,"236,011,376.00",0.00,0.10,1.00,0.01,0.10,"236,011,376.00","2,217.00","30,372,900,000.00",0.00,"30,608,911,376.00",0.00,0.00,0.00,Very Low,29.34,0.00,94.15,0.00,123.50,2.59,Very Low,0.00,0.00,0.00,11.79,97.11,1.21,Very Low,December 2025
24227,T15003008417,Hawaii,HI,15,Honolulu,County,003,15003,008417,15003008417,3661,"407,826,059.00",0.00,0.16,1.00,0.01,0.16,"407,826,059.00","3,661.00","50,155,700,000.00",0.00,"50,563,526,059.00",0.00,0.00,0.00,Very Low,50.71,0.00,155.48,0.00,206.19,3.88,Very Low,0.00,0.00,0.00,11.99,162.12,2.07,Very Low,December 2025
24228,T15003008418,Hawaii,HI,15,Honolulu,County,003,15003,008418,15003008418,5762,"506,980,367.00",0.00,0.58,1.00,0.01,0.42,"506,980,367.00","5,762.00","78,939,400,000.00",0.00,"79,446,380,367.00",0.00,0.00,0.00,Very Low,63.03,0.00,244.71,0.00,307.74,5.46,Very Low,0.00,0.00,0.00,11.10,375.52,4.73,Very Low,December 2025
24229,T15003008502,Hawaii,HI,15,Honolulu,County,003,15003,008502,15003008502,2341,"810,259,743.00","847,040.00",8.38,1.00,0.01,7.70,"810,259,743.00","2,341.00","32,071,700,000.00","847,040.00","32,882,806,783.00",0.00,0.00,0.00,Very Low,100.74,0.00,99.42,1.29,201.45,3.80,Very Low,0.00,0.00,0.00,20.74,309.19,3.88,Very Low,December 2025
24230,T15003008609,Hawaii,HI,15,Honolulu,County,003,15003,008609,15003008609,2179,"404,871,278.00",0.00,1.07,1.00,0.01,1.07,"404,871,278.00","2,179.00","29,852,300,000.00",0.00,"30,257,171,278.00",0.00,0.00,0.00,Very Low,50.34,0.00,92.54,0.00,142.88,2.90,Very Low,0.00,0.00,0.00,14.83,112.35,1.40,Very Low,December 2025
24231,T15003008610,Hawaii,HI,15,Honolulu,County,003,15003,008610,15003008610,1240,"566,127,926.00",0.00,1.63,1.00,0.01,0.83,"566,127,926.00","1,240.00","16,988,000,000.00",0.00,"17,554,127,926.00",0.00,0.00,0.00,Very Low,70.39,0.00,52.66,0.00,123.05,2.58,Very Low,0.00,0.00,0.00,20.93,112.77,1.40,Very Low,December 2025
24232,T15003008611,Hawaii,HI,15,Honolulu,County,003,15003,008611,15003008611,38,"71,617,416.00",54.00,5.73,1.00,0.01,5.10,"71,617,416.00",38.00,"520,600,000.00",54.00,"592,217,470.00",0.00,0.00,0.00,Very Low,8.90,0.00,1.61,0.00,10.52,0.52,Very Low,0.00,0.00,0.00,28.94,8.27,0.28,Very Low,December 2025
24233,T15003008623,Hawaii,HI,15,Honolulu,County,003,15003,008623,15003008623,4408,"868,597,257.00","3,020,689.00",2.01,1.00,0.01,2.01,"868,597,257.00","4,408.00","60,389,600,000.00","3,020,689.00","61,261,217,946.00",0.00,0.00,0.00,Very Low,108.00,0.00,187.20,4.60,299.80,5.33,Very Low,0.00,0.00,0.00,17.99,235.74,2.96,Very Low,December 2025
24234,T15003008624,Hawaii,HI,15,Honolulu,County,003,15003,008624,15003008624,3027,"321,665,541.00",0.00,0.36,1.00,0.01,0.36,"321,665,541.00","3,027.00","41,469,900,000.00",0.00,"41,791,565,541.00",0.00,0.00,0.00,Very Low,39.99,0.00,128.55,0.00,168.55,3.27,Very Low,0.00,0.00,0.00,12.03,172.36,2.19,Very Low,December 2025
24235,T15003008625,Hawaii,HI,15,Honolulu,County,003,15003,008625,15003008625,4032,"230,807,235.00",0.00,0.28,1.00,0.01,0.28,"230,807,235.00","4,032.00","55,238,400,000.00",0.00,"55,469,207,235.00",0.00,0.00,0.00,Very Low,28.70,0.00,171.24,0.00,199.93,3.78,Very Low,0.00,0.00,0.00,9.17,201.43,2.55,Very Low,December 2025
24236,T15003008626,Hawaii,HI,15,Honolulu,County,003,15003,008626,15003008626,3973,"372,338,837.00",171.00,0.93,1.00,0.01,0.93,"372,338,837.00","3,973.00","54,430,100,000.00",171.00,"54,802,439,008.00",0.00,0.00,0.00,Very Low,46.29,0.00,168.73,0.00,215.02,4.01,Very Low,0.00,0.00,0.00,11.51,195.87,2.47,Very Low,December 2025
24237,T15003008627,Hawaii,HI,15,Honolulu,County,003,15003,008627,15003008627,8147,"855,249,825.00","35,453,248.00",28.67,1.00,0.01,28.67,"855,249,825.00","8,147.00","111,613,900,000.00","35,453,248.00","112,504,603,073.00",0.00,0.00,0.00,Very Low,106.34,0.00,346.00,54.02,506.35,7.85,Very Low,0.00,0.00,0.00,29.19,505.76,6.14,Very Low,December 2025
24238,T15003008628,Hawaii,HI,15,Honolulu,County,003,15003,008628,15003008628,3847,"352,570,005.00",0.00,0.25,1.00,0.01,0.25,"352,570,005.00","3,847.00","52,703,900,000.00",0.00,"53,056,470,005.00",0.00,0.00,0.00,Very Low,43.84,0.00,163.38,0.00,207.21,3.89,Very Low,0.00,0.00,0.00,11.11,189.85,2.40,Very Low,December 2025
24239,T15003008629,Hawaii,HI,15,Honolulu,County,003,15003,008629,15003008629,2110,"158,468,843.00",0.00,0.10,1.00,0.01,0.10,"158,468,843.00","2,110.00","28,907,000,000.00",0.00,"29,065,468,843.00",0.00,0.00,0.00,Very Low,19.70,0.00,89.61,0.00,109.31,2.34,Very Low,0.00,0.00,0.00,10.23,85.95,1.06,Very Low,December 2025
24240,T15003008630,Hawaii,HI,15,Honolulu,County,003,15003,008630,15003008630,2779,"258,321,693.00",0.00,0.28,1.00,0.01,0.28,"258,321,693.00","2,779.00","38,072,300,000.00",0.00,"38,330,621,693.00",0.00,0.00,0.00,Very Low,32.12,0.00,118.02,0.00,150.14,3.00,Very Low,0.00,0.00,0.00,11.16,118.06,1.46,Very Low,December 2025
24241,T15003008631,Hawaii,HI,15,Honolulu,County,003,15003,008631,15003008631,3226,"395,010,992.00",0.00,1.69,1.00,0.01,1.69,"395,010,992.00","3,226.00","44,196,200,000.00",0.00,"44,591,210,992.00",0.00,0.00,0.00,Very Low,49.11,0.00,137.01,0.00,186.12,3.57,Very Low,0.00,0.00,0.00,12.43,146.35,1.86,Very Low,December 2025
24242,T15003008632,Hawaii,HI,15,Honolulu,County,003,15003,008632,15003008632,5317,"556,424,387.00","251,217.00",1.10,1.00,0.01,1.10,"556,424,387.00","5,317.00","72,842,900,000.00","251,217.00","73,399,575,604.00",0.00,0.00,0.00,Very Low,69.18,0.00,225.81,0.38,295.37,5.26,Very Low,0.00,0.00,0.00,12.11,232.25,2.93,Very Low,December 2025
24243,T15003008633,Hawaii,HI,15,Honolulu,County,003,15003,008633,15003008633,2726,"371,108,131.00","129,477.00",0.47,1.00,0.01,0.47,"371,108,131.00","2,726.00","37,346,200,000.00","129,477.00","37,717,437,608.00",0.00,0.00,0.00,Very Low,46.14,0.00,115.77,0.20,162.11,3.18,Very Low,0.00,0.00,0.00,13.05,127.47,1.58,Very Low,December 2025
24244,T15003008634,Hawaii,HI,15,Honolulu,County,003,15003,008634,15003008634,2800,"232,625,806.00",0.00,0.27,1.00,0.01,0.27,"232,625,806.00","2,800.00","38,360,000,000.00",0.00,"38,592,625,806.00",0.00,0.00,0.00,Very Low,28.92,0.00,118.91,0.00,147.84,2.98,Very Low,0.00,0.00,0.00,10.73,116.24,1.44,Very Low,December 2025
24245,T15003008702,Hawaii,HI,15,Honolulu,County,003,15003,008702,15003008702,6490,"686,875,059.00","49,204.00",0.42,1.00,0.01,0.42,"686,875,059.00","6,490.00","88,913,000,000.00","49,204.00","89,599,924,263.00",0.00,0.00,0.00,Very Low,85.40,0.00,275.62,0.07,361.10,6.30,Very Low,0.00,0.00,0.00,11.85,400.48,5.04,Very Low,December 2025
24246,T15003008704,Hawaii,HI,15,Honolulu,County,003,15003,008704,15003008704,3331,"483,648,857.00","109,780.00",0.76,1.00,0.01,0.76,"483,648,857.00","3,331.00","45,634,700,000.00","109,780.00","46,118,458,637.00",0.00,0.00,0.00,Very Low,60.13,0.00,141.46,0.17,201.77,3.80,Very Low,0.00,0.00,0.00,13.62,209.36,2.65,Very Low,December 2025
24247,T15003008705,Hawaii,HI,15,Honolulu,County,003,15003,008705,15003008705,3250,"327,018,152.00",0.00,0.31,1.00,0.01,0.31,"327,018,152.00","3,250.00","44,525,000,000.00",0.00,"44,852,018,152.00",0.00,0.00,0.00,Very Low,40.66,0.00,138.02,0.00,178.68,3.44,Very Low,0.00,0.00,0.00,11.49,273.71,3.44,Very Low,December 2025
24248,T15003008706,Hawaii,HI,15,Honolulu,County,003,15003,008706,15003008706,3591,"842,964,755.00",0.00,1.16,1.00,0.01,1.16,"842,964,755.00","3,591.00","49,196,700,000.00",0.00,"50,039,664,755.00",0.00,0.00,0.00,Very Low,104.81,0.00,152.51,0.00,257.32,4.67,Very Low,0.00,0.00,0.00,16.37,325.35,4.10,Very Low,December 2025
24249,T15003008707,Hawaii,HI,15,Honolulu,County,003,15003,008707,15003008707,6985,"450,538,176.00",0.00,0.32,1.00,0.01,0.32,"450,538,176.00","6,985.00","95,694,500,000.00",0.00,"96,145,038,176.00",0.00,0.00,0.00,Very Low,56.02,0.00,296.65,0.00,352.66,6.16,Very Low,0.00,0.00,0.00,9.63,382.47,4.82,Very Low,December 2025
24250,T15003008801,Hawaii,HI,15,Honolulu,County,003,15003,008801,15003008801,4056,"226,703,522.00",0.00,0.16,1.00,0.01,0.16,"226,703,522.00","4,056.00","55,567,200,000.00",0.00,"55,793,903,522.00",0.00,0.00,0.00,Very Low,28.19,0.00,172.25,0.00,200.44,3.79,Very Low,0.00,0.00,0.00,9.03,189.21,2.38,Very Low,December 2025
24251,T15003008802,Hawaii,HI,15,Honolulu,County,003,15003,008802,15003008802,5304,"635,604,840.00",0.00,0.43,1.00,0.01,0.43,"635,604,840.00","5,304.00","72,664,800,000.00",0.00,"73,300,404,840.00",0.00,0.00,0.00,Very Low,79.03,0.00,225.26,0.00,304.28,5.40,Very Low,0.00,0.00,0.00,12.41,321.78,4.05,Very Low,December 2025
24252,T15003008906,Hawaii,HI,15,Honolulu,County,003,15003,008906,15003008906,4026,"486,847,501.00",0.00,0.65,1.00,0.01,0.65,"486,847,501.00","4,026.00","55,156,200,000.00",0.00,"55,643,047,501.00",0.00,0.00,0.00,Very Low,60.53,0.00,170.98,0.00,231.51,4.27,Very Low,0.00,0.00,0.00,12.55,220.85,2.80,Very Low,December 2025
24253,T15003008909,Hawaii,HI,15,Honolulu,County,003,15003,008909,15003008909,3820,"515,037,267.00",0.00,0.39,1.00,0.01,0.39,"515,037,267.00","3,820.00","52,334,000,000.00",0.00,"52,849,037,267.00",0.00,0.00,0.00,Very Low,64.04,0.00,162.23,0.00,226.27,4.19,Very Low,0.00,0.00,0.00,13.04,206.27,2.60,Very Low,December 2025
24254,T15003008912,Hawaii,HI,15,Honolulu,County,003,15003,008912,15003008912,3103,"318,609,165.00",0.00,0.19,1.00,0.01,0.19,"318,609,165.00","3,103.00","42,511,100,000.00",0.00,"42,829,709,165.00",0.00,0.00,0.00,Very Low,39.61,0.00,131.78,0.00,171.40,3.32,Very Low,0.00,0.00,0.00,11.67,194.21,2.45,Very Low,December 2025
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,1.00,0.01,0.32,"404,962,635.00","5,128.00","70,253,600,000.00",0.00,"70,658,562,635.00",0.00,0.00,0.00,Very Low,50.35,0.00,217.78,0.00,268.13,4.83,Very Low,0.00,0.00,0.00,10.55,257.52,3.23,Very Low,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,1.00,0.01,0.77,"770,563,241.00","4,579.00","62,732,300,000.00","10,261.00","63,502,873,502.00",0.00,0.00,0.00,Very Low,95.81,0.00,194.47,0.02,290.29,5.18,Very Low,0.00,0.00,0.00,14.48,265.18,3.32,Very Low,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,1.00,0.01,0.92,"766,428,744.00","5,529.00","75,747,300,000.00","27,638.00","76,513,756,382.00",0.00,0.00,0.00,Very Low,95.29,0.00,234.81,0.04,330.15,5.82,Very Low,0.00,0.00,0.00,13.18,259.60,3.26,Very Low,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,1.00,0.01,0.35,"271,634,712.00","3,121.00","42,757,700,000.00",0.00,"43,029,334,712.00",0.00,0.00,0.00,Very Low,33.77,0.00,132.55,0.00,166.32,3.24,Very Low,0.00,0.00,0.00,11.05,157.91,2.01,Very Low,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,1.00,0.01,0.90,"333,238,530.00","1,742.00","23,865,400,000.00",0.00,"24,198,638,530.00",0.00,0.00,0.00,Very Low,41.43,0.00,73.98,0.00,115.41,2.45,Very Low,0.00,0.00,0.00,15.06,90.75,1.13,Very Low,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,1.00,0.01,0.50,"519,880,837.00","4,102.00","56,197,400,000.00",0.00,"56,717,280,837.00",0.00,0.00,0.00,Very Low,64.64,0.00,174.21,0.00,238.85,4.37,Very Low,0.00,0.00,0.00,12.63,187.81,2.37,Very Low,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,1.00,0.01,0.53,"623,085,308.00","4,906.00","67,212,200,000.00",0.00,"67,835,285,308.00",0.00,0.00,0.00,Very Low,77.47,0.00,208.35,0.00,285.82,5.11,Very Low,0.00,0.00,0.00,12.60,357.72,4.52,Very Low,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,1.00,0.01,0.41,"501,774,551.00","2,416.00","33,099,200,000.00",0.00,"33,600,974,551.00",0.00,0.00,0.00,Very Low,62.39,0.00,102.61,0.00,164.99,3.23,Very Low,0.00,0.00,0.00,15.87,129.73,1.61,Very Low,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,1.00,0.01,28.07,"594,642,397.00","3,224.00","44,168,800,000.00","461,792.00","44,763,904,189.00",0.00,0.00,0.00,Very Low,73.93,0.00,136.92,0.70,211.56,3.95,Very Low,0.00,0.00,0.00,16.00,166.35,2.12,Very Low,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,1.00,0.01,0.31,"389,340,730.00","2,645.00","36,236,500,000.00",0.00,"36,625,840,730.00",0.00,0.00,0.00,Very Low,48.41,0.00,112.33,0.00,160.74,3.16,Very Low,0.00,0.00,0.00,13.54,146.42,1.86,Very Low,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,1.00,0.01,1.56,"436,306,311.00","3,223.00","44,155,100,000.00","4,429,999.00","44,595,836,310.00",0.00,0.00,0.00,Very Low,54.25,0.00,136.88,6.75,197.87,3.75,Very Low,0.00,0.00,0.00,18.94,256.59,3.22,Very Low,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,1.00,0.01,8.45,"462,373,475.00","3,526.00","48,306,200,000.00","19,764,360.00","48,788,337,835.00",0.00,0.00,0.00,Very Low,57.49,0.00,149.75,30.11,237.35,4.35,Very Low,0.00,0.00,0.00,32.74,186.63,2.35,Very Low,December 2025
