OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Exposure - Impacted Area (sq mi),Hurricane - Exposure - Building Value,Hurricane - Exposure - Population,Hurricane - Exposure - Population Equivalence,Hurricane - Exposure - Agriculture Value,Hurricane - Exposure - Total,Hurricane - Historic Loss Ratio - Buildings,Hurricane - Historic Loss Ratio - Population,Hurricane - Historic Loss Ratio - Agriculture,Hurricane - Historic Loss Ratio - Total Rating,Hurricane - Expected Annual Loss - Building Value,Hurricane - Expected Annual Loss - Population,Hurricane - Expected Annual Loss - Population Equivalence,Hurricane - Expected Annual Loss - Agriculture Value,Hurricane - Expected Annual Loss - Total,Hurricane - Expected Annual Loss Score,Hurricane - Expected Annual Loss Rating,Hurricane - Expected Annual Loss Rate - Building,Hurricane - Expected Annual Loss Rate - Population,Hurricane - Expected Annual Loss Rate - Agriculture,Hurricane - Expected Annual Loss Rate - National Percentile,Hurricane - Hazard Type Risk Index Value,Hurricane - Hazard Type Risk Index Score,Hurricane - Hazard Type Risk Index Rating,National Risk Index Version
24397,T15009030304,Hawaii,HI,15,Maui,County,009,15009,030304,15009030304,3269,"544,776,094.00","9,086,912.00",43.13,3,0.07,43.13,"544,776,094.00","3,269","44,785,300,000.00","7,577,150.78","45,337,653,244.78",0.00,0.00,0.00,Relatively Low,"8,625.36",0.00,"1,152.78",349.17,"10,127.31",51.95,Relatively Low,0.00,0.00,0.00,47.71,"12,915.36",53.24,Relatively Low,December 2025
24398,T15009030305,Hawaii,HI,15,Maui,County,009,15009,030305,15009030305,5810,"1,122,465,179.00","4,002,503.00",126.07,0,0.03,124.86,"1,122,465,179.00","5,810","79,597,000,000.00","4,002,503.00","80,723,467,682.00",0.00,0.00,0.00,Relatively Low,"16,153.25",0.00,"1,839.31",76.84,"18,069.39",55.96,Relatively Low,0.00,0.00,0.00,47.63,"21,260.81",56.73,Relatively Low,December 2025
24399,T15009030306,Hawaii,HI,15,Maui,County,009,15009,030306,15009030306,2243,"348,754,835.00","259,989.00",9.55,0,0.05,9.55,"348,754,835.00","2,243","30,729,100,000.00","259,989.00","31,078,114,824.00",0.00,0.00,0.00,Very Low,828.27,0.00,109.09,9.53,946.89,33.57,Very Low,0.00,0.00,0.00,32.90,974.86,33.44,Very Low,December 2025
24400,T15009030307,Hawaii,HI,15,Maui,County,009,15009,030307,15009030307,1542,"2,323,474,746.00",0.00,15.42,0,0.01,10.38,"2,323,474,746.00","1,542","21,125,400,000.00",0.00,"23,448,874,746.00",0.00,0.00,0.00,Relatively Low,"5,211.37",0.00,75.00,0.00,"5,286.36",47.40,Very Low,0.00,0.00,0.00,36.44,"6,552.34",48.62,Very Low,December 2025
24401,T15009030403,Hawaii,HI,15,Maui,County,009,15009,030403,15009030403,3522,"506,522,626.00","423,596.00",7.40,0,0.08,7.40,"506,522,626.00","3,522","48,251,400,000.00","423,596.00","48,758,346,222.00",0.00,0.00,0.00,Relatively Low,"8,969.13",0.00,"1,352.31",19.55,"10,340.99",52.09,Relatively Low,0.00,0.00,0.00,47.10,"9,814.84",51.40,Relatively Low,December 2025
24402,T15009030404,Hawaii,HI,15,Maui,County,009,15009,030404,15009030404,5562,"711,351,900.00","6,564,378.00",10.69,3,0.08,10.69,"711,351,900.00","5,562","76,199,400,000.00","6,564,378.00","76,917,316,278.00",0.00,0.00,0.00,Very Low,"12,596.10",0.00,"2,135.59",302.95,"15,034.64",54.57,Relatively Low,0.00,0.00,0.00,46.41,"20,665.16",56.51,Relatively Low,December 2025
24403,T15009030405,Hawaii,HI,15,Maui,County,009,15009,030405,15009030405,1850,"283,023,721.00","7,726,415.00",15.33,3,0.08,15.33,"283,023,721.00","1,850","25,345,000,000.00","6,293,843.63","25,634,317,564.63",0.00,0.00,0.00,Relatively Low,"5,011.58",0.00,710.33,290.47,"6,012.37",48.38,Very Low,0.00,0.00,0.00,47.76,"5,743.43",47.61,Very Low,December 2025
24404,T15009030406,Hawaii,HI,15,Maui,County,009,15009,030406,15009030406,7490,"1,239,896,704.00","26,733.00",2.68,0,0.08,2.68,"1,239,896,704.00","7,490","102,613,000,000.00","26,733.00","103,852,923,437.00",0.00,0.00,0.00,Relatively Low,"21,955.18",0.00,"2,875.86",1.23,"24,832.28",59.00,Relatively Low,0.00,0.00,0.00,48.10,"33,030.75",61.27,Relatively Low,December 2025
24405,T15009030501,Hawaii,HI,15,Maui,County,009,15009,030501,15009030501,2493,"428,282,442.00","7,598,054.00",9.77,3,0.08,7.79,"428,282,442.00","2,493","34,154,100,000.00","7,598,054.00","34,589,980,496.00",0.00,0.00,0.00,Relatively Low,"7,583.71",0.00,957.21,350.66,"8,891.58",51.07,Relatively Low,0.00,0.00,0.00,48.57,"9,847.12",51.42,Relatively Low,December 2025
24406,T15009030705,Hawaii,HI,15,Maui,County,009,15009,030705,15009030705,4566,"707,204,092.00","16,774,544.00",19.73,3,0.08,19.73,"707,204,092.00","4,566","62,554,200,000.00","10,980,616.40","63,272,384,708.40",0.00,0.00,0.00,Relatively Low,"12,522.65",0.00,"1,753.16",506.77,"14,782.58",54.44,Relatively Low,0.00,0.00,0.00,47.69,"15,973.98",54.67,Relatively Low,December 2025
24407,T15009030706,Hawaii,HI,15,Maui,County,009,15009,030706,15009030706,2472,"398,158,286.00",0.00,1.00,0,0.08,0.40,"398,158,286.00","2,472","33,866,400,000.00",0.00,"34,264,558,286.00",0.00,0.00,0.00,Relatively Low,"7,050.29",0.00,949.15,0.00,"7,999.44",50.43,Very Low,0.00,0.00,0.00,47.88,"7,306.75",49.42,Very Low,December 2025
24408,T15009030708,Hawaii,HI,15,Maui,County,009,15009,030708,15009030708,3157,"599,808,331.00",4.00,1.81,0,0.08,1.38,"599,808,331.00","3,157","43,250,900,000.00",4.00,"43,850,708,335.00",0.00,0.00,0.00,Relatively Low,"10,620.96",0.00,"1,212.16",0.00,"11,833.13",52.92,Relatively Low,0.00,0.00,0.00,48.86,"15,770.39",54.60,Relatively Low,December 2025
24409,T15009030709,Hawaii,HI,15,Maui,County,009,15009,030709,15009030709,3416,"992,511,725.00",0.00,1.41,0,0.05,0.93,"992,511,725.00","3,416","46,799,200,000.00",0.00,"47,791,711,725.00",0.00,0.00,0.00,Relatively Low,"9,920.47",0.00,820.37,0.00,"10,740.84",52.31,Relatively Low,0.00,0.00,0.00,47.34,"15,558.40",54.50,Relatively Low,December 2025
24410,T15009030710,Hawaii,HI,15,Maui,County,009,15009,030710,15009030710,2403,"701,673,844.00",0.00,0.88,0,0.01,0.50,"701,673,844.00","2,403","32,921,100,000.00",0.00,"33,622,773,844.00",0.00,0.00,0.00,Very Low,"1,573.80",0.00,116.87,0.00,"1,690.67",38.17,Very Low,0.00,0.00,0.00,34.10,"2,310.02",40.21,Very Low,December 2025
24411,T15009030711,Hawaii,HI,15,Maui,County,009,15009,030711,15009030711,2438,"379,884,682.00",0.00,0.30,0,0.08,0.30,"379,884,682.00","2,438","33,400,600,000.00",0.00,"33,780,484,682.00",0.00,0.00,0.00,Relatively Low,"6,726.72",0.00,936.10,0.00,"7,662.81",50.13,Very Low,0.00,0.00,0.00,47.64,"7,562.21",49.63,Very Low,December 2025
24412,T15009030712,Hawaii,HI,15,Maui,County,009,15009,030712,15009030712,1990,"278,907,113.00",0.00,0.23,0,0.08,0.23,"278,907,113.00","1,990","27,263,000,000.00",0.00,"27,541,907,113.00",0.00,0.00,0.00,Relatively Low,"4,938.68",0.00,764.08,0.00,"5,702.76",47.98,Very Low,0.00,0.00,0.00,46.89,"6,195.77",48.21,Very Low,December 2025
24413,T15009030713,Hawaii,HI,15,Maui,County,009,15009,030713,15009030713,3366,"770,056,440.00",0.00,1.56,0,0.08,0.66,"770,056,440.00","3,366","46,114,200,000.00",0.00,"46,884,256,440.00",0.00,0.00,0.00,Relatively Low,"13,635.59",0.00,"1,292.41",0.00,"14,928.00",54.52,Relatively Low,0.00,0.00,0.00,49.73,"15,827.36",54.62,Relatively Low,December 2025
24414,T15009030800,Hawaii,HI,15,Maui,County,009,15009,030800,15009030800,7413,"1,008,121,501.00","4,651,378.00",59.82,6,0.06,55.25,"1,008,121,501.00","7,413","101,558,100,000.00","4,651,378.00","102,570,872,879.00",0.00,0.00,0.00,Very Low,"17,315.51",0.00,"2,799.33",207.14,"20,321.97",57.02,Relatively Low,0.00,0.00,0.00,46.58,"18,238.71",55.52,Relatively Low,December 2025
24415,T15009030901,Hawaii,HI,15,Maui,County,009,15009,030901,15009030901,2830,"653,042,159.00",0.00,0.40,3,0.08,0.40,"653,042,159.00","2,830","38,771,000,000.00",0.00,"39,424,042,159.00",0.00,0.00,0.00,Relatively Low,"11,563.59",0.00,"1,086.61",0.00,"12,650.20",53.38,Relatively Low,0.00,0.00,0.00,49.77,"19,957.48",56.23,Relatively Low,December 2025
24416,T15009030902,Hawaii,HI,15,Maui,County,009,15009,030902,15009030902,3428,"856,207,730.00",0.00,0.63,3,0.08,0.51,"856,207,730.00","3,428","46,963,600,000.00",0.00,"47,819,807,730.00",0.00,0.00,0.00,Relatively Low,"15,161.10",0.00,"1,316.22",0.00,"16,477.31",55.22,Relatively Low,0.00,0.00,0.00,50.09,"16,939.02",55.07,Relatively Low,December 2025
24417,T15009030903,Hawaii,HI,15,Maui,County,009,15009,030903,15009030903,6505,"572,441,501.00","117,503.00",1.33,3,0.08,1.03,"572,441,501.00","6,505","89,118,500,000.00","117,503.00","89,691,059,004.00",0.00,0.00,0.00,Very Low,"10,136.37",0.00,"2,497.66",5.42,"12,639.46",53.38,Relatively Low,0.00,0.00,0.00,42.76,"12,528.05",53.04,Relatively Low,December 2025
24418,T15009031001,Hawaii,HI,15,Maui,County,009,15009,031001,15009031001,6473,"1,005,927,974.00","102,988.00",2.87,3,0.08,2.87,"1,005,927,974.00","6,473","88,680,100,000.00","102,988.00","89,686,130,962.00",0.00,0.00,0.00,Relatively Low,"17,771.51",0.00,"2,481.51",4.75,"20,257.76",56.98,Relatively Low,0.00,0.00,0.00,47.61,"14,269.39",53.86,Relatively Low,December 2025
24419,T15009031002,Hawaii,HI,15,Maui,County,009,15009,031002,15009031002,4162,"1,358,023,088.00",0.00,1.01,3,0.08,1.01,"1,358,021,934.51","4,162","57,019,056,513.05",0.00,"58,377,078,447.56",0.00,0.00,0.00,Relatively Low,"24,046.85",0.00,"1,598.03",0.00,"25,644.89",59.34,Relatively Low,0.00,0.00,0.00,51.05,"39,083.26",63.56,Relatively Low,December 2025
24420,T15009031102,Hawaii,HI,15,Maui,County,009,15009,031102,15009031102,5865,"560,187,909.00",0.00,0.54,3,0.08,0.54,"560,187,909.00","5,865","80,350,500,000.00",0.00,"80,910,687,909.00",0.00,0.00,0.00,Very Low,"9,919.39",0.00,"2,251.93",0.00,"12,171.32",53.11,Relatively Low,0.00,0.00,0.00,43.57,"15,277.76",54.38,Relatively Low,December 2025
24421,T15009031104,Hawaii,HI,15,Maui,County,009,15009,031104,15009031104,2144,"247,139,666.00",0.00,0.66,3,0.08,0.66,"247,139,666.00","2,144","29,372,800,000.00",0.00,"29,619,939,666.00",0.00,0.00,0.00,Very Low,"4,376.17",0.00,823.21,0.00,"5,199.38",47.25,Very Low,0.00,0.00,0.00,45.49,"3,662.40",44.05,Very Low,December 2025
24422,T15009031105,Hawaii,HI,15,Maui,County,009,15009,031105,15009031105,6446,"599,245,023.00",0.00,0.62,3,0.08,0.62,"599,245,023.00","6,446","88,310,200,000.00",0.00,"88,909,445,023.00",0.00,0.00,0.00,Very Low,"10,610.99",0.00,"2,475.01",0.00,"13,086.00",53.60,Relatively Low,0.00,0.00,0.00,43.32,"14,188.81",53.82,Relatively Low,December 2025
24423,T15009031106,Hawaii,HI,15,Maui,County,009,15009,031106,15009031106,6002,"864,669,710.00",0.00,0.96,3,0.08,0.96,"864,669,710.00","6,002","82,227,400,000.00",0.00,"83,092,069,710.00",0.00,0.00,0.00,Relatively Low,"15,310.93",0.00,"2,304.53",0.00,"17,615.47",55.78,Relatively Low,0.00,0.00,0.00,47.10,"12,408.18",52.96,Relatively Low,December 2025
24424,T15009031107,Hawaii,HI,15,Maui,County,009,15009,031107,15009031107,2079,"396,195,316.00",0.00,1.69,3,0.08,1.69,"396,195,316.00","2,079","28,482,300,000.00",0.00,"28,878,495,316.00",0.00,0.00,0.00,Relatively Low,"7,015.53",0.00,798.25,0.00,"7,813.79",50.28,Very Low,0.00,0.00,0.00,48.87,"11,340.06",52.38,Relatively Low,December 2025
24425,T15009031402,Hawaii,HI,15,Maui,County,009,15009,031402,15009031402,3208,"555,539,298.00","272,858.00",9.85,3,0.05,9.05,"555,539,298.00","3,208","43,949,600,000.00","272,858.00","44,505,412,156.00",0.00,0.00,0.00,Very Low,"6,558.05",0.00,821.16,8.40,"7,387.61",49.89,Very Low,0.00,0.00,0.00,46.20,"9,193.76",50.98,Very Low,December 2025
24426,T15009031404,Hawaii,HI,15,Maui,County,009,15009,031404,15009031404,3195,"951,067,632.00",0.00,1.32,3,0.05,0.59,"951,067,632.00","3,195","43,771,500,000.00",0.00,"44,722,567,632.00",0.00,0.00,0.00,Relatively Low,"11,227.20",0.00,817.84,0.00,"12,045.04",53.05,Relatively Low,0.00,0.00,0.00,48.76,"11,257.57",52.35,Relatively Low,December 2025
24427,T15009031405,Hawaii,HI,15,Maui,County,009,15009,031405,15009031405,6280,"634,180,511.00","150,450.00",6.71,3,0.05,6.71,"634,176,864.55","6,280","86,035,314,420.35","150,450.00","86,669,641,734.90",0.00,0.00,0.00,Very Low,"7,486.36",0.00,"1,607.50",4.63,"9,098.49",51.23,Relatively Low,0.00,0.00,0.00,41.93,"9,778.14",51.38,Very Low,December 2025
24428,T15009031501,Hawaii,HI,15,Maui,County,009,15009,031501,15009031501,2367,"759,605,258.00","23,093.00",2.52,6,0.05,1.37,"759,605,258.00","2,367","32,427,900,000.00","23,093.00","33,187,528,351.00",0.00,0.00,0.00,Relatively Low,"8,967.02",0.00,605.89,0.71,"9,573.62",51.58,Relatively Low,0.00,0.00,0.00,48.97,"8,890.48",50.76,Very Low,December 2025
24429,T15009031503,Hawaii,HI,15,Maui,County,009,15009,031503,15009031503,2544,"2,495,691,775.00","2,109,836.00",16.37,6,0.05,14.99,"2,495,691,775.00","2,544","34,852,800,000.00","2,089,918.48","37,350,581,693.48",0.00,0.00,0.00,Relatively Low,"29,461.25",0.00,651.20,64.30,"30,176.75",61.28,Relatively Low,0.00,0.00,0.00,51.19,"30,125.09",60.14,Relatively Low,December 2025
24430,T15009031504,Hawaii,HI,15,Maui,County,009,15009,031504,15009031504,1202,"369,341,552.00","886,801.00",34.87,6,0.05,29.45,"369,341,552.00","1,202","16,467,400,000.00","886,801.00","16,837,628,353.00",0.00,0.00,0.00,Relatively Low,"4,360.02",0.00,307.68,27.28,"4,694.98",46.50,Very Low,0.00,0.00,0.00,48.86,"4,257.87",45.29,Very Low,December 2025
24431,T15009031505,Hawaii,HI,15,Maui,County,009,15009,031505,15009031505,3541,"1,053,822,377.00","519,000.00",5.94,6,0.05,4.34,"1,053,822,377.00","3,541","48,511,700,000.00","519,000.00","49,566,041,377.00",0.00,0.00,0.00,Relatively Low,"12,440.21",0.00,906.40,15.97,"13,362.58",53.74,Relatively Low,0.00,0.00,0.00,48.74,"11,576.01",52.49,Relatively Low,December 2025
24432,T15009031601,Hawaii,HI,15,Maui,County,009,15009,031601,15009031601,3367,"629,195,610.00","356,469.00",165.63,6,0.05,142.49,"629,195,610.00","3,367","46,127,900,000.00","356,469.00","46,757,452,079.00",0.00,0.00,0.00,Very Low,"7,427.56",0.00,861.86,10.97,"8,300.39",50.66,Relatively Low,0.00,0.00,0.00,46.61,"9,991.52",51.53,Relatively Low,December 2025
24433,T15009031700,Hawaii,HI,15,Maui,County,009,15009,031700,15009031700,4419,"789,146,168.00","441,390.00",145.74,6,0.05,124.51,"788,051,751.87","4,406","60,363,065,041.05","437,478.14","61,151,554,271.06",0.00,0.00,0.00,Very Low,"9,305.18",0.00,"1,128.43",13.49,"10,447.10",52.15,Relatively Low,0.00,0.00,0.00,46.34,"17,164.94",55.15,Relatively Low,December 2025
24434,T15009031801,Hawaii,HI,15,Maui,County,009,15009,031801,15009031801,2845,"527,546,626.00","8,383,209.00",150.15,3,0.05,127.06,"527,546,626.00","2,845","38,976,500,000.00","8,383,209.00","39,512,429,835.00",0.00,0.00,0.00,Very Low,"6,228.44",0.00,728.45,259.06,"7,215.95",49.72,Very Low,0.00,0.00,0.00,46.67,"9,283.18",51.04,Very Low,December 2025
24435,T15009031900,Hawaii,HI,15,Maui,County,009,15009,031900,15009031900,6257,"2,905,010,347.00","22,935,686.00",29.15,3,0.08,26.18,"2,905,010,347.00","6,257","85,720,900,000.00","22,935,686.00","88,648,846,033.00",0.00,0.00,0.00,Relatively Low,"51,439.78",0.00,"2,402.44","1,058.50","54,900.73",69.39,Relatively Low,0.00,0.00,0.00,52.05,"84,763.46",74.67,Relatively Low,December 2025
24436,T15009032000,Hawaii,HI,15,Maui,County,009,15009,032000,15009032000,1112,"501,934,079.00","7,998,064.00",48.47,3,0.06,44.14,"498,430,160.28","1,112","15,234,400,000.00","7,538,912.21","15,740,369,072.49",0.00,0.00,0.00,Relatively Low,"7,263.28",0.00,324.32,342.06,"7,929.67",50.37,Very Low,0.00,0.00,0.00,51.09,"10,299.77",51.75,Relatively Low,December 2025
24437,T15009980000,Hawaii,HI,15,Maui,County,009,15009,980000,15009980000,0,0.00,0.00,54.29,0,0.03,45.12,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,0.00,0.00,0.00,0.00,0.00,0.00,No Expected Annual Losses,0.00,0.00,0.00,0.00,0.00,0.00,No Rating,December 2025
