OBJECTID,National Risk Index ID,State Name,State Name Abbreviation,State FIPS Code,County Name,County Type,County FIPS Code,State-County FIPS Code,Census Tract,Census Tract FIPS Code,Population (2020),Building Value ($),Agriculture Value ($),Area (sq mi),Tornado - Number of Events,Tornado - Annualized Frequency,Tornado - Exposure - Impacted Area (sq mi),Tornado - Exposure - Building Value,Tornado - Exposure - Population,Tornado - Exposure - Population Equivalence,Tornado - Exposure - Agriculture Value,Tornado - Exposure - Total,Tornado - Historic Loss Ratio - Buildings,Tornado - Historic Loss Ratio - Population,Tornado - Historic Loss Ratio - Agriculture,Tornado - Historic Loss Ratio - Total Rating,Tornado - Expected Annual Loss - Building Value,Tornado - Expected Annual Loss - Population,Tornado - Expected Annual Loss - Population Equivalence,Tornado - Expected Annual Loss - Agriculture Value,Tornado - Expected Annual Loss - Total,Tornado - Expected Annual Loss Score,Tornado - Expected Annual Loss Rating,Tornado - Expected Annual Loss Rate - Building,Tornado - Expected Annual Loss Rate - Population,Tornado - Expected Annual Loss Rate - Agriculture,Tornado - Expected Annual Loss Rate - National Percentile,Tornado - Hazard Type Risk Index Value,Tornado - Hazard Type Risk Index Score,Tornado - Hazard Type Risk Index Rating,National Risk Index Version
24255,T15003008913,Hawaii,HI,15,Honolulu,County,003,15003,008913,15003008913,5128,"404,962,635.00",0.00,0.32,0.00,0.00,0.32,"404,962,635.00","5,128.00","70,253,600,000.00",0.00,"70,658,562,635.00",0.46,0.00,0.00,Very Low,"1,103.92",0.00,"1,203.12",0.00,"2,307.05",6.07,Very Low,0.00,0.00,0.00,10.24,"2,215.78",4.80,Very Low,December 2025
24256,T15003008917,Hawaii,HI,15,Honolulu,County,003,15003,008917,15003008917,4579,"770,563,241.00","10,261.00",0.77,0.00,0.00,0.77,"770,563,241.00","4,579.00","62,732,300,000.00","10,261.00","63,502,873,502.00",0.19,0.00,0.04,Very Low,"2,100.55",0.00,"1,074.32",0.01,"3,174.87",8.09,Very Low,0.00,0.00,0.00,15.41,"2,900.22",6.02,Very Low,December 2025
24257,T15003008918,Hawaii,HI,15,Honolulu,County,003,15003,008918,15003008918,5529,"766,428,744.00","27,638.00",0.92,0.00,0.00,0.92,"766,428,744.00","5,529.00","75,747,300,000.00","27,638.00","76,513,756,382.00",0.16,0.00,0.03,Very Low,"2,089.28",0.00,"1,297.21",0.02,"3,386.50",8.67,Very Low,0.00,0.00,0.00,14.26,"2,662.82",5.57,Very Low,December 2025
24258,T15003008921,Hawaii,HI,15,Honolulu,County,003,15003,008921,15003008921,3121,"271,634,712.00",0.00,0.35,0.00,0.00,0.35,"271,634,712.00","3,121.00","42,757,700,000.00",0.00,"43,029,334,712.00",0.43,0.00,0.00,Very Low,740.47,0.00,732.24,0.00,"1,472.72",4.24,Very Low,0.00,0.00,0.00,10.65,"1,398.27",3.43,Very Low,December 2025
24259,T15003008926,Hawaii,HI,15,Honolulu,County,003,15003,008926,15003008926,1742,"333,238,530.00",0.00,0.90,0.00,0.00,0.76,"333,238,530.00","1,742.00","23,865,400,000.00",0.00,"24,198,638,530.00",0.16,0.00,0.00,Very Low,908.41,0.00,408.71,0.00,"1,317.11",3.88,Very Low,0.00,0.00,0.00,16.04,"1,035.65",2.78,Very Low,December 2025
24260,T15003008928,Hawaii,HI,15,Honolulu,County,003,15003,008928,15003008928,4102,"519,880,837.00",0.00,0.50,0.00,0.00,0.50,"519,880,837.00","4,102.00","56,197,400,000.00",0.00,"56,717,280,837.00",0.30,0.00,0.00,Very Low,"1,417.19",0.00,962.41,0.00,"2,379.60",6.24,Very Low,0.00,0.00,0.00,13.25,"1,871.09",4.22,Very Low,December 2025
24261,T15003008929,Hawaii,HI,15,Honolulu,County,003,15003,008929,15003008929,4906,"623,085,308.00",0.00,0.53,0.00,0.00,0.53,"623,085,308.00","4,906.00","67,212,200,000.00",0.00,"67,835,285,308.00",0.28,0.00,0.00,Very Low,"1,698.53",0.00,"1,151.04",0.00,"2,849.56",7.33,Very Low,0.00,0.00,0.00,13.77,"3,566.34",7.46,Very Low,December 2025
24262,T15003008930,Hawaii,HI,15,Honolulu,County,003,15003,008930,15003008930,2416,"501,774,551.00",0.00,0.41,0.00,0.00,0.41,"501,774,551.00","2,416.00","33,099,200,000.00",0.00,"33,600,974,551.00",0.37,0.00,0.00,Very Low,"1,367.83",0.00,566.84,0.00,"1,934.67",5.24,Very Low,0.00,0.00,0.00,16.43,"1,521.24",3.64,Very Low,December 2025
24263,T15003008931,Hawaii,HI,15,Honolulu,County,003,15003,008931,15003008931,3224,"594,642,397.00","461,792.00",28.07,0.00,0.00,14.47,"594,642,397.00","3,224.00","44,168,800,000.00","461,792.00","44,763,904,189.00",0.01,0.00,0.01,Very Low,"1,620.99",0.00,756.41,1.69,"2,379.09",6.24,Very Low,0.00,0.00,0.00,15.97,"1,870.69",4.22,Very Low,December 2025
24264,T15003008932,Hawaii,HI,15,Honolulu,County,003,15003,008932,15003008932,2645,"389,340,730.00",0.00,0.31,0.00,0.00,0.31,"389,340,730.00","2,645.00","36,236,500,000.00",0.00,"36,625,840,730.00",0.48,0.00,0.00,Very Low,"1,061.34",0.00,620.57,0.00,"1,681.91",4.68,Very Low,0.00,0.00,0.00,14.56,"1,532.07",3.65,Very Low,December 2025
24265,T15003008933,Hawaii,HI,15,Honolulu,County,003,15003,008933,15003008933,3223,"436,306,311.00","4,429,999.00",1.56,0.00,0.00,1.31,"436,306,311.00","3,223.00","44,155,100,000.00","4,429,999.00","44,595,836,310.00",0.10,0.00,0.02,Very Low,"1,189.37",0.00,756.18,2.90,"1,948.45",5.27,Very Low,0.00,0.00,0.00,13.97,"2,526.65",5.33,Very Low,December 2025
24266,T15003008934,Hawaii,HI,15,Honolulu,County,003,15003,008934,15003008934,3526,"462,373,475.00","19,764,360.00",8.45,1.00,0.00,6.72,"462,373,475.00","3,526.00","48,306,200,000.00","19,764,360.00","48,788,337,835.00",0.02,0.00,0.00,Very Low,"1,260.43",0.00,827.27,13.96,"2,101.66",5.62,Very Low,0.00,0.00,0.00,14.70,"1,652.54",3.86,Very Low,December 2025
24267,T15003008935,Hawaii,HI,15,Honolulu,County,003,15003,008935,15003008935,3931,"389,450,935.00",0.00,0.27,0.00,0.00,0.27,"389,450,935.00","3,931.00","53,854,700,000.00",0.00,"54,244,150,935.00",0.55,0.00,0.00,Very Low,"1,061.64",0.00,922.29,0.00,"1,983.93",5.35,Very Low,0.00,0.00,0.00,11.78,"1,559.97",3.69,Very Low,December 2025
24268,T15003008936,Hawaii,HI,15,Honolulu,County,003,15003,008936,15003008936,3275,"348,533,211.00",0.00,0.31,0.00,0.00,0.31,"348,533,211.00","3,275.00","44,867,500,000.00",0.00,"45,216,033,211.00",0.48,0.00,0.00,Very Low,950.10,0.00,768.38,0.00,"1,718.47",4.77,Very Low,0.00,0.00,0.00,11.95,"2,267.90",4.88,Very Low,December 2025
24269,T15003008937,Hawaii,HI,15,Honolulu,County,003,15003,008937,15003008937,1737,"205,507,773.00",0.00,0.10,0.00,0.00,0.10,"205,507,773.00","1,737.00","23,796,900,000.00",0.00,"24,002,407,773.00",1.51,0.01,0.00,Very Low,560.21,0.00,407.53,0.00,967.74,3.05,Very Low,0.00,0.00,0.00,12.80,851.84,2.46,Very Low,December 2025
24270,T15003008938,Hawaii,HI,15,Honolulu,County,003,15003,008938,15003008938,3242,"299,381,979.00",0.00,0.12,0.00,0.00,0.12,"299,381,979.00","3,242.00","44,415,400,000.00",0.00,"44,714,781,979.00",1.24,0.01,0.00,Very Low,816.11,0.00,760.63,0.00,"1,576.75",4.47,Very Low,0.00,0.00,0.00,11.16,"1,622.28",3.79,Very Low,December 2025
24271,T15003008939,Hawaii,HI,15,Honolulu,County,003,15003,008939,15003008939,2595,"260,775,098.00",0.00,0.50,0.00,0.00,0.50,"260,775,098.00","2,595.00","35,551,500,000.00",0.00,"35,812,275,098.00",0.30,0.00,0.00,Very Low,710.87,0.00,608.83,0.00,"1,319.70",3.88,Very Low,0.00,0.00,0.00,11.45,"1,037.69",2.78,Very Low,December 2025
24272,T15003008940,Hawaii,HI,15,Honolulu,County,003,15003,008940,15003008940,2936,"270,585,252.00","20,054.00",0.49,0.00,0.00,0.49,"270,585,252.00","2,936.00","40,223,200,000.00","20,054.00","40,493,805,306.00",0.31,0.00,0.06,Very Low,737.61,0.00,688.84,0.01,"1,426.47",4.13,Very Low,0.00,0.00,0.00,11.21,"1,121.64",2.92,Very Low,December 2025
24273,T15003008941,Hawaii,HI,15,Honolulu,County,003,15003,008941,15003008941,1934,"388,311,615.00",0.00,0.28,0.00,0.00,0.28,"388,311,615.00","1,934.00","26,495,800,000.00",0.00,"26,884,111,615.00",0.52,0.00,0.00,Very Low,"1,058.53",0.00,453.75,0.00,"1,512.29",4.33,Very Low,0.00,0.00,0.00,16.10,"1,374.69",3.39,Very Low,December 2025
24274,T15003008942,Hawaii,HI,15,Honolulu,County,003,15003,008942,15003008942,2370,"342,650,108.00",0.00,0.24,0.00,0.00,0.24,"342,650,108.00","2,370.00","32,469,000,000.00",0.00,"32,811,650,108.00",0.63,0.00,0.00,Very Low,934.06,0.00,556.05,0.00,"1,490.11",4.28,Very Low,0.00,0.00,0.00,14.71,"1,910.54",4.29,Very Low,December 2025
24275,T15003008943,Hawaii,HI,15,Honolulu,County,003,15003,008943,15003008943,1372,"192,256,697.00",0.00,0.19,0.00,0.00,0.19,"192,256,697.00","1,372.00","18,796,400,000.00",0.00,"18,988,656,697.00",0.78,0.00,0.00,Very Low,524.09,0.00,321.90,0.00,845.99,2.76,Very Low,0.00,0.00,0.00,14.40,790.83,2.38,Very Low,December 2025
24276,T15003008944,Hawaii,HI,15,Honolulu,County,003,15003,008944,15003008944,3517,"427,413,458.00",0.00,0.25,0.00,0.00,0.25,"427,413,458.00","3,517.00","48,182,900,000.00",0.00,"48,610,313,458.00",0.60,0.00,0.00,Very Low,"1,165.13",0.00,825.15,0.00,"1,990.28",5.36,Very Low,0.00,0.00,0.00,13.50,"1,564.96",3.70,Very Low,December 2025
24277,T15003008945,Hawaii,HI,15,Honolulu,County,003,15003,008945,15003008945,1436,"731,287,120.00","2,727,001.00",1.69,0.00,0.00,1.52,"731,287,120.00","1,436.00","19,673,200,000.00","2,727,001.00","20,407,214,121.00",0.09,0.00,0.02,Very Low,"1,993.48",0.00,336.91,1.87,"2,332.26",6.12,Very Low,0.00,0.00,0.00,19.31,"2,535.43",5.35,Very Low,December 2025
24278,T15003008946,Hawaii,HI,15,Honolulu,County,003,15003,008946,15003008946,2882,"357,562,455.00",0.00,0.23,0.00,0.00,0.23,"357,562,455.00","2,882.00","39,483,400,000.00",0.00,"39,840,962,455.00",0.65,0.00,0.00,Very Low,974.71,0.00,676.17,0.00,"1,650.88",4.61,Very Low,0.00,0.00,0.00,13.63,"1,298.10",3.27,Very Low,December 2025
24279,T15003008947,Hawaii,HI,15,Honolulu,County,003,15003,008947,15003008947,1846,"221,995,728.00",0.00,0.11,0.00,0.00,0.11,"221,995,728.00","1,846.00","25,290,200,000.00",0.00,"25,512,195,728.00",1.40,0.01,0.00,Very Low,605.16,0.00,433.11,0.00,"1,038.26",3.22,Very Low,0.00,0.00,0.00,12.85,978.34,2.67,Very Low,December 2025
24280,T15003008948,Hawaii,HI,15,Honolulu,County,003,15003,008948,15003008948,2807,"497,556,973.00",0.00,0.24,0.00,0.00,0.24,"497,556,973.00","2,807.00","38,455,900,000.00",0.00,"38,953,456,973.00",0.61,0.00,0.00,Very Low,"1,356.34",0.00,658.57,0.00,"2,014.91",5.42,Very Low,0.00,0.00,0.00,15.48,"2,887.66",6.00,Very Low,December 2025
24281,T15003008949,Hawaii,HI,15,Honolulu,County,003,15003,008949,15003008949,1540,"383,470,875.00",0.00,0.28,0.00,0.00,0.28,"383,470,875.00","1,540.00","21,098,000,000.00",0.00,"21,481,470,875.00",0.52,0.00,0.00,Very Low,"1,045.34",0.00,361.31,0.00,"1,406.65",4.08,Very Low,0.00,0.00,0.00,17.39,"1,284.97",3.23,Very Low,December 2025
24282,T15003008950,Hawaii,HI,15,Honolulu,County,003,15003,008950,15003008950,2068,"199,634,063.00",0.00,0.16,0.00,0.00,0.16,"199,634,063.00","2,068.00","28,331,600,000.00",0.00,"28,531,234,063.00",0.92,0.01,0.00,Very Low,544.20,0.00,485.19,0.00,"1,029.39",3.19,Very Low,0.00,0.00,0.00,11.24,809.41,2.40,Very Low,December 2025
24283,T15003008951,Hawaii,HI,15,Honolulu,County,003,15003,008951,15003008951,2101,"180,086,704.00",0.00,0.11,0.00,0.00,0.11,"180,086,704.00","2,101.00","28,783,700,000.00",0.00,"28,963,786,704.00",1.31,0.01,0.00,Very Low,490.91,0.00,492.93,0.00,983.85,3.08,Very Low,0.00,0.00,0.00,10.74,"1,306.47",3.28,Very Low,December 2025
24284,T15003008952,Hawaii,HI,15,Honolulu,County,003,15003,008952,15003008952,6000,"778,597,608.00",0.00,1.56,0.00,0.00,1.55,"778,597,608.00","6,000.00","82,200,000,000.00",0.00,"82,978,597,608.00",0.10,0.00,0.00,Very Low,"2,122.45",0.00,"1,407.71",0.00,"3,530.16",9.04,Very Low,0.00,0.00,0.00,13.70,"3,674.78",7.69,Very Low,December 2025
24285,T15003009000,Hawaii,HI,15,Honolulu,County,003,15003,009000,15003009000,2412,"291,265,877.00","10,425.00",2.62,0.00,0.00,2.43,"291,265,877.00","2,412.00","33,044,400,000.00","10,425.00","33,335,676,302.00",0.06,0.00,0.01,Very Low,793.99,0.00,565.90,0.01,"1,359.89",3.97,Very Low,0.00,0.00,0.00,12.84,"1,069.29",2.84,Very Low,December 2025
24286,T15003009100,Hawaii,HI,15,Honolulu,County,003,15003,009100,15003009100,5684,"512,410,165.00","383,894.00",12.94,1.00,0.00,8.27,"512,410,165.00","5,684.00","77,870,800,000.00","383,894.00","78,383,594,059.00",0.01,0.00,0.01,Very Low,"1,396.82",0.00,"1,333.57",0.76,"2,731.16",7.05,Very Low,0.00,0.00,0.00,10.83,"2,494.89",5.28,Very Low,December 2025
24287,T15003009201,Hawaii,HI,15,Honolulu,County,003,15003,009201,15003009201,3423,"337,751,539.00",0.00,0.54,0.00,0.00,0.54,"337,751,539.00","3,423.00","46,895,100,000.00",0.00,"47,232,851,539.00",0.28,0.00,0.00,Very Low,920.71,0.00,803.10,0.00,"1,723.81",4.78,Very Low,0.00,0.00,0.00,11.77,"1,703.17",3.95,Very Low,December 2025
24288,T15003009202,Hawaii,HI,15,Honolulu,County,003,15003,009202,15003009202,2762,"418,572,799.00",0.00,0.47,0.00,0.00,0.47,"418,572,799.00","2,762.00","37,839,400,000.00",0.00,"38,257,972,799.00",0.31,0.00,0.00,Very Low,"1,141.03",0.00,648.02,0.00,"1,789.04",4.92,Very Low,0.00,0.00,0.00,14.90,"1,804.12",4.12,Very Low,December 2025
24289,T15003009203,Hawaii,HI,15,Honolulu,County,003,15003,009203,15003009203,2260,"297,655,343.00",0.00,0.38,0.00,0.00,0.38,"297,655,343.00","2,260.00","30,962,000,000.00",0.00,"31,259,655,343.00",0.39,0.00,0.00,Very Low,811.41,0.00,530.24,0.00,"1,341.64",3.93,Very Low,0.00,0.00,0.00,13.81,"1,197.76",3.06,Very Low,December 2025
24290,T15003009301,Hawaii,HI,15,Honolulu,County,003,15003,009301,15003009301,1575,"383,725,888.00",0.00,0.15,1.00,0.00,0.15,"383,725,888.00","1,575.00","21,577,500,000.00",0.00,"21,961,225,888.00",0.97,0.01,0.00,Very Low,"1,046.03",0.00,369.52,0.00,"1,415.56",4.10,Very Low,0.00,0.00,0.00,17.14,"2,168.36",4.72,Very Low,December 2025
24291,T15003009302,Hawaii,HI,15,Honolulu,County,003,15003,009302,15003009302,3324,"408,841,159.00",0.00,0.33,0.00,0.00,0.33,"408,841,159.00","3,324.00","45,538,800,000.00",0.00,"45,947,641,159.00",0.45,0.00,0.00,Very Low,"1,114.50",0.00,779.87,0.00,"1,894.37",5.14,Very Low,0.00,0.00,0.00,13.52,"2,526.25",5.33,Very Low,December 2025
24292,T15003009401,Hawaii,HI,15,Honolulu,County,003,15003,009401,15003009401,1471,"176,035,530.00","6,765.00",0.39,0.00,0.00,0.39,"176,035,530.00","1,471.00","20,152,700,000.00","6,765.00","20,328,742,295.00",0.38,0.00,0.08,Very Low,479.87,0.00,345.12,0.00,825.00,2.72,Very Low,0.00,0.00,0.00,13.17,648.70,2.14,Very Low,December 2025
24293,T15003009402,Hawaii,HI,15,Honolulu,County,003,15003,009402,15003009402,3843,"368,858,087.00",0.00,0.30,1.00,0.00,0.30,"368,858,087.00","3,843.00","52,649,100,000.00",0.00,"53,017,958,087.00",0.50,0.00,0.00,Very Low,"1,005.50",0.00,901.64,0.00,"1,907.14",5.17,Very Low,0.00,0.00,0.00,11.32,"2,459.05",5.22,Very Low,December 2025
24294,T15003009507,Hawaii,HI,15,Honolulu,County,003,15003,009507,15003009507,2734,"330,664,122.00",0.00,0.68,0.00,0.00,0.67,"330,664,122.00","2,734.00","37,455,800,000.00",0.00,"37,786,464,122.00",0.22,0.00,0.00,Very Low,901.39,0.00,641.45,0.00,"1,542.83",4.39,Very Low,0.00,0.00,0.00,13.48,"1,213.14",3.09,Very Low,December 2025
24295,T15003009508,Hawaii,HI,15,Honolulu,County,003,15003,009508,15003009508,991,"123,966,665.00",0.00,0.27,0.00,0.00,0.27,"123,966,665.00",991.00,"13,576,700,000.00",0.00,"13,700,666,665.00",0.54,0.00,0.00,Very Low,337.93,0.00,232.51,0.00,570.44,2.20,Very Low,0.00,0.00,0.00,13.76,448.54,1.86,Very Low,December 2025
24296,T15003009509,Hawaii,HI,15,Honolulu,County,003,15003,009509,15003009509,2643,"239,596,730.00",0.00,0.29,0.00,0.00,0.29,"239,596,730.00","2,643.00","36,209,100,000.00",0.00,"36,448,696,730.00",0.51,0.00,0.00,Very Low,653.14,0.00,620.10,0.00,"1,273.24",3.75,Very Low,0.00,0.00,0.00,10.92,"1,001.15",2.71,Very Low,December 2025
24297,T15003009510,Hawaii,HI,15,Honolulu,County,003,15003,009510,15003009510,1255,"252,053,146.00",0.00,0.15,0.00,0.00,0.15,"252,053,146.00","1,255.00","17,193,500,000.00",0.00,"17,445,553,146.00",1.00,0.01,0.00,Very Low,687.09,0.00,294.45,0.00,981.54,3.08,Very Low,0.00,0.00,0.00,15.96,771.79,2.34,Very Low,December 2025
24298,T15003009511,Hawaii,HI,15,Honolulu,County,003,15003,009511,15003009511,2546,"312,273,650.00",0.00,0.37,0.00,0.00,0.37,"312,273,650.00","2,546.00","34,880,200,000.00",0.00,"35,192,473,650.00",0.40,0.00,0.00,Very Low,851.25,0.00,597.34,0.00,"1,448.59",4.19,Very Low,0.00,0.00,0.00,12.89,"1,139.03",2.96,Very Low,December 2025
24299,T15003009512,Hawaii,HI,15,Honolulu,County,003,15003,009512,15003009512,4713,"638,290,063.00",0.00,1.03,0.00,0.00,1.03,"638,290,063.00","4,713.00","64,568,100,000.00",0.00,"65,206,390,063.00",0.14,0.00,0.00,Very Low,"1,739.97",0.00,"1,105.76",0.00,"2,845.73",7.32,Very Low,0.00,0.00,0.00,14.01,"2,237.61",4.83,Very Low,December 2025
24300,T15003009608,Hawaii,HI,15,Honolulu,County,003,15003,009608,15003009608,5664,"501,989,724.00","597,694.00",19.99,0.00,0.00,14.86,"501,989,724.00","5,664.00","77,596,800,000.00","597,694.00","78,099,387,418.00",0.01,0.00,0.00,Very Low,"1,368.42",0.00,"1,328.88",0.35,"2,697.64",6.98,Very Low,0.00,0.00,0.00,10.73,"2,121.17",4.62,Very Low,December 2025
24301,T15003009609,Hawaii,HI,15,Honolulu,County,003,15003,009609,15003009609,5070,"491,807,044.00","867,053.00",1.97,0.00,0.00,1.72,"491,807,044.00","5,070.00","69,459,000,000.00","867,053.00","69,951,674,097.00",0.08,0.00,0.02,Very Low,"1,340.66",0.00,"1,189.52",0.70,"2,530.88",6.60,Very Low,0.00,0.00,0.00,11.48,"2,752.01",5.73,Very Low,December 2025
24302,T15003009610,Hawaii,HI,15,Honolulu,County,003,15003,009610,15003009610,7105,"561,539,711.00","58,658.00",1.81,0.00,0.00,1.54,"561,539,711.00","7,105.00","97,338,500,000.00","58,658.00","97,900,098,369.00",0.08,0.00,0.02,Very Low,"1,530.75",0.00,"1,666.96",0.03,"3,197.75",8.15,Very Low,0.00,0.00,0.00,10.43,"4,126.02",8.75,Very Low,December 2025
24303,T15003009704,Hawaii,HI,15,Honolulu,County,003,15003,009704,15003009704,3553,"306,052,719.00","2,460,382.00",2.23,0.00,0.00,2.23,"306,052,719.00","3,553.00","48,676,100,000.00","2,460,382.00","48,984,613,101.00",0.07,0.00,0.01,Very Low,834.30,0.00,833.60,1.42,"1,669.32",4.66,Very Low,0.00,0.00,0.00,10.93,"2,477.78",5.25,Very Low,December 2025
24304,T15003009705,Hawaii,HI,15,Honolulu,County,003,15003,009705,15003009705,3640,"481,588,648.00",0.00,1.18,0.00,0.00,1.06,"481,588,648.00","3,640.00","49,868,000,000.00",0.00,"50,349,588,648.00",0.13,0.00,0.00,Very Low,"1,312.81",0.00,854.01,0.00,"2,166.82",5.76,Very Low,0.00,0.00,0.00,13.74,"2,043.91",4.48,Very Low,December 2025
24305,T15003009706,Hawaii,HI,15,Honolulu,County,003,15003,009706,15003009706,3134,"228,309,730.00","1,816,294.00",1.52,0.00,0.00,1.49,"228,309,730.00","3,134.00","42,935,800,000.00","1,816,294.00","43,165,926,024.00",0.10,0.00,0.02,Very Low,622.37,0.00,735.29,1.11,"1,358.78",3.97,Very Low,0.00,0.00,0.00,9.90,"1,477.06",3.57,Very Low,December 2025
24306,T15003009707,Hawaii,HI,15,Honolulu,County,003,15003,009707,15003009707,6575,"790,801,196.00","847,837.00",9.35,0.00,0.00,7.24,"790,801,196.00","6,575.00","90,077,500,000.00","847,837.00","90,869,149,033.00",0.02,0.00,0.00,Very Low,"2,155.72",0.00,"1,542.62",0.65,"3,698.98",9.44,Very Low,0.00,0.00,0.00,12.88,"4,814.67",10.46,Very Low,December 2025
24307,T15003009801,Hawaii,HI,15,Honolulu,County,003,15003,009801,15003009801,3805,"376,240,460.00",0.00,25.98,0.00,0.00,16.26,"376,240,460.00","3,805.00","52,128,500,000.00",0.00,"52,504,740,460.00",0.01,0.00,0.00,Very Low,"1,025.63",0.00,892.72,0.00,"1,918.35",5.20,Very Low,0.00,0.00,0.00,11.63,"2,405.82",5.13,Very Low,December 2025
24308,T15003009803,Hawaii,HI,15,Honolulu,County,003,15003,009803,15003009803,2825,"379,946,054.00",0.00,2.36,0.00,0.00,1.77,"379,946,054.00","2,825.00","38,702,500,000.00",0.00,"39,082,446,054.00",0.06,0.00,0.00,Very Low,"1,035.73",0.00,662.80,0.00,"1,698.53",4.72,Very Low,0.00,0.00,0.00,13.74,"1,750.30",4.04,Very Low,December 2025
24309,T15003009804,Hawaii,HI,15,Honolulu,County,003,15003,009804,15003009804,3660,"339,407,134.00","39,515.00",0.70,0.00,0.00,0.70,"339,407,134.00","3,660.00","50,142,000,000.00","39,515.00","50,481,446,649.00",0.21,0.00,0.04,Very Low,925.22,0.00,858.70,0.02,"1,783.95",4.90,Very Low,0.00,0.00,0.00,11.22,"3,075.69",6.39,Very Low,December 2025
24310,T15003009902,Hawaii,HI,15,Honolulu,County,003,15003,009902,15003009902,3998,"414,314,907.00","2,192,478.00",1.95,0.00,0.00,1.91,"414,314,907.00","3,998.00","54,772,600,000.00","2,192,478.00","55,189,107,385.00",0.08,0.00,0.02,Very Low,"1,129.42",0.00,938.01,1.31,"2,068.73",5.55,Very Low,0.00,0.00,0.00,11.70,"2,152.68",4.69,Very Low,December 2025
24311,T15003009905,Hawaii,HI,15,Honolulu,County,003,15003,009905,15003009905,3879,"476,101,547.00","1,714,105.00",1.43,0.00,0.00,1.43,"476,101,547.00","3,879.00","53,142,300,000.00","1,714,105.00","53,620,115,652.00",0.10,0.00,0.02,Very Low,"1,297.85",0.00,910.09,0.99,"2,208.92",5.85,Very Low,0.00,0.00,0.00,13.04,"2,650.29",5.54,Very Low,December 2025
24312,T15003009906,Hawaii,HI,15,Honolulu,County,003,15003,009906,15003009906,1921,"380,997,614.00","23,008,278.00",37.26,0.00,0.00,18.80,"380,997,614.00","1,921.00","26,317,700,000.00","23,008,278.00","26,721,705,892.00",0.00,0.00,0.00,Very Low,"1,038.59",0.00,450.70,43.62,"1,532.91",4.37,Very Low,0.00,0.00,0.00,18.19,"1,414.85",3.47,Very Low,December 2025
24313,T15003010000,Hawaii,HI,15,Honolulu,County,003,15003,010000,15003010000,3768,"752,216,452.00","63,548,263.00",75.81,0.00,0.00,44.79,"752,216,452.00","3,768.00","51,621,600,000.00","63,548,263.00","52,437,364,715.00",0.00,0.00,0.00,Very Low,"2,050.58",0.00,884.05,74.91,"3,009.54",7.71,Very Low,0.00,0.00,0.00,18.32,"2,366.41",5.05,Very Low,December 2025
24314,T15003010101,Hawaii,HI,15,Honolulu,County,003,15003,010101,15003010101,2892,"404,854,784.00","96,783.00",3.62,0.00,0.00,2.98,"404,854,784.00","2,892.00","39,620,400,000.00","96,783.00","40,025,351,567.00",0.04,0.00,0.02,Very Low,"1,103.63",0.00,678.52,0.11,"1,782.25",4.90,Very Low,0.00,0.00,0.00,14.40,"1,988.11",4.39,Very Low,December 2025
24315,T15003010102,Hawaii,HI,15,Honolulu,County,003,15003,010102,15003010102,2414,"353,195,799.00","18,504.00",9.77,0.00,0.00,7.44,"353,195,799.00","2,414.00","33,071,800,000.00","18,504.00","33,425,014,303.00",0.02,0.00,0.01,Very Low,962.81,0.00,566.37,0.02,"1,529.20",4.37,Very Low,0.00,0.00,0.00,14.21,"1,701.76",3.94,Very Low,December 2025
24316,T15003010103,Hawaii,HI,15,Honolulu,County,003,15003,010103,15003010103,3275,"603,931,634.00","8,121,868.00",24.36,0.00,0.00,16.23,"603,931,634.00","3,275.00","44,867,500,000.00","8,121,868.00","45,479,553,502.00",0.01,0.00,0.00,Very Low,"1,645.48",0.00,768.34,8.17,"2,422.00",6.35,Very Low,0.00,0.00,0.00,15.66,"1,904.43",4.27,Very Low,December 2025
24317,T15003010202,Hawaii,HI,15,Honolulu,County,003,15003,010202,15003010202,7391,"1,368,406,366.00","2,317,649.00",15.61,0.00,0.00,11.99,"1,368,406,366.00","7,391.00","101,256,700,000.00","2,317,649.00","102,627,424,015.00",0.01,0.00,0.01,Very Low,"3,557.42",0.00,"1,725.55",3.43,"5,286.40",13.96,Very Low,0.00,0.00,0.00,14.75,"4,156.72",8.82,Very Low,December 2025
24318,T15003010203,Hawaii,HI,15,Honolulu,County,003,15003,010203,15003010203,1381,"150,240,372.00","1,387,639.00",9.89,0.00,0.00,6.37,"150,240,372.00","1,381.00","18,919,700,000.00","1,387,639.00","19,071,328,011.00",0.02,0.00,0.01,Very Low,409.55,0.00,324.01,1.45,735.01,2.52,Very Low,0.00,0.00,0.00,12.11,923.40,2.60,Very Low,December 2025
24319,T15003010204,Hawaii,HI,15,Honolulu,County,003,15003,010204,15003010204,2836,"266,828,235.00","11,259.00",5.93,0.00,0.00,4.21,"266,828,235.00","2,836.00","38,853,200,000.00","11,259.00","39,120,039,494.00",0.03,0.00,0.01,Very Low,720.17,0.00,664.59,0.01,"1,384.76",4.03,Very Low,0.00,0.00,0.00,10.93,"1,425.31",3.49,Very Low,December 2025
24320,T15003010205,Hawaii,HI,15,Honolulu,County,003,15003,010205,15003010205,1673,"185,065,741.00","55,027.00",12.85,0.00,0.00,8.10,"185,065,741.00","1,673.00","22,920,100,000.00","55,027.00","23,105,220,768.00",0.01,0.00,0.00,Very Low,504.49,0.00,392.52,0.06,897.07,2.88,Very Low,0.00,0.00,0.00,12.56,"1,300.82",3.27,Very Low,December 2025
